Year,school_dbn,avg_attendance,school_level,regents_exam,total_tested,mean_score,number_scoring_below_65,number_scoring_65_or_above,number_scoring_80_or_above,number_scoring_cr,per_below_65,per_above_65,per_above_80,college_readiness_rate
2015,24Q550,0.903930808371623,High school,Geometry,262,60.5,138,124,21,21,0.5267175572519084,0.4732824427480916,0.08015267175572519,0.08015267175572519
2015,24Q550,0.903930808371623,High school,Integrated Algebra,226,72.7,37,189,60,60,0.16371681415929204,0.8362831858407079,0.26548672566371684,0.26548672566371684
2015,24Q560,0.9107666565326616,Secondary School,Algebra2/Trigonometry,177,47.4,145,32,8,8,0.8192090395480226,0.1807909604519774,0.04519774011299435,0.04519774011299435
2015,24Q560,0.9107666565326616,Secondary School,Common Core Algebra,163,62,83,80,4,40,0.50920245398773,0.49079754601226994,0.024539877300613498,0.24539877300613497
2015,24Q560,0.9107666565326616,Secondary School,Common Core English,132,75.2,19,113,53,79,0.14393939393939395,0.8560606060606061,0.4015151515151515,0.5984848484848485
2015,24Q560,0.9107666565326616,Secondary School,Common Core Geometry,149,58,104,45,8,28,0.697986577181208,0.30201342281879195,0.053691275167785234,0.18791946308724833
2015,24Q560,0.9107666565326616,Secondary School,English,165,71.3,34,131,35,77,0.20606060606060606,0.793939393939394,0.21212121212121213,0.4666666666666667
2015,24Q560,0.9107666565326616,Secondary School,Geometry,148,60.4,88,60,7,7,0.5945945945945946,0.40540540540540543,0.0472972972972973,0.0472972972972973
2015,24Q560,0.9107666565326616,Secondary School,Integrated Algebra,105,66.1,41,64,10,10,0.3904761904761905,0.6095238095238096,0.09523809523809523,0.09523809523809523
2015,24Q585,0.9238977724484398,High school,English,214,81,17,197,127,157,0.0794392523364486,0.9205607476635514,0.5934579439252337,0.7336448598130841
2015,24Q585,0.9238977724484398,High school,Algebra2/Trigonometry,266,59.9,141,125,26,26,0.5300751879699248,0.4699248120300752,0.09774436090225563,0.09774436090225563
2015,24Q585,0.9238977724484398,High school,Common Core Algebra,166,62.4,58,108,0,36,0.3493975903614458,0.6506024096385542,0,0.21686746987951808
2015,24Q585,0.9238977724484398,High school,Common Core English,230,84.8,15,215,169,196,0.06521739130434782,0.9347826086956522,0.7347826086956522,0.8521739130434782
2015,24Q585,0.9238977724484398,High school,Common Core Geometry,251,61.6,135,116,6,74,0.5378486055776892,0.46215139442231074,0.02390438247011952,0.2948207171314741
2015,24Q585,0.9238977724484398,High school,Geometry,271,71.2,72,199,79,79,0.2656826568265683,0.7343173431734318,0.2915129151291513,0.2915129151291513
2015,24Q585,0.9238977724484398,High school,Integrated Algebra,53,66,21,32,8,8,0.39622641509433965,0.6037735849056604,0.1509433962264151,0.1509433962264151
2015,24Q600,0.9048170338720073,High school,Algebra2/Trigonometry,272,47.6,217,55,21,21,0.7977941176470589,0.20220588235294118,0.07720588235294118,0.07720588235294118
2015,24Q600,0.9048170338720073,High school,Common Core Algebra,492,63.2,229,263,8,121,0.4654471544715447,0.5345528455284553,0.016260162601626018,0.2459349593495935
2015,24Q600,0.9048170338720073,High school,Common Core English,355,75.3,58,297,155,222,0.16338028169014085,0.8366197183098592,0.43661971830985913,0.6253521126760564
2015,24Q600,0.9048170338720073,High school,Common Core Geometry,324,52.2,274,50,1,22,0.845679012345679,0.15432098765432098,0.0030864197530864196,0.06790123456790123
2015,24Q600,0.9048170338720073,High school,English,560,70.4,137,423,121,234,0.24464285714285713,0.7553571428571428,0.21607142857142858,0.41785714285714287
2015,24Q600,0.9048170338720073,High school,Geometry,338,59.7,189,149,16,16,0.5591715976331361,0.4408284023668639,0.047337278106508875,0.047337278106508875
2015,24Q600,0.9048170338720073,High school,Integrated Algebra,425,70.9,98,327,77,77,0.23058823529411765,0.7694117647058824,0.1811764705882353,0.1811764705882353
2015,24Q610,0.9517974694344368,High school,Algebra2/Trigonometry,380,67.9,149,231,94,94,0.39210526315789473,0.6078947368421053,0.24736842105263157,0.24736842105263157
2015,24Q610,0.9517974694344368,High school,Common Core Algebra,274,71.3,41,233,31,186,0.14963503649635038,0.8503649635036497,0.11313868613138686,0.6788321167883211
2015,24Q610,0.9517974694344368,High school,Common Core Geometry,335,70.7,73,262,45,202,0.21791044776119403,0.7820895522388059,0.13432835820895522,0.6029850746268657
2015,24Q610,0.9517974694344368,High school,English,514,79,44,470,275,387,0.08560311284046693,0.914396887159533,0.5350194552529183,0.7529182879377432
2015,24Q610,0.9517974694344368,High school,Geometry,506,77.6,68,438,248,248,0.13438735177865613,0.8656126482213439,0.4901185770750988,0.4901185770750988
2015,24Q610,0.9517974694344368,High school,Integrated Algebra,337,75,41,296,121,121,0.12166172106824925,0.8783382789317508,0.3590504451038576,0.3590504451038576
2015,25Q240,0.9068570270280607,High school,Algebra2/Trigonometry,20,51,14,6,3,3,0.7,0.3,0.15,0.15
2015,25Q240,0.9068570270280607,High school,Common Core Algebra,143,60.4,86,57,1,15,0.6013986013986014,0.3986013986013986,0.006993006993006993,0.1048951048951049
2015,25Q240,0.9068570270280607,High school,Common Core Geometry,106,57.8,73,33,2,20,0.6886792452830188,0.3113207547169811,0.018867924528301886,0.18867924528301888
2015,25Q240,0.9068570270280607,High school,Geometry,111,61.1,58,53,9,9,0.5225225225225225,0.4774774774774775,0.08108108108108109,0.08108108108108109
2015,25Q240,0.9068570270280607,High school,Integrated Algebra,34,60,23,11,1,1,0.6764705882352942,0.3235294117647059,0.029411764705882353,0.029411764705882353
2015,25Q241,0.939462251253228,High school,Algebra2/Trigonometry,18,80.4,4,14,12,12,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.6666666666666666
2015,25Q241,0.939462251253228,High school,Common Core Algebra,123,71.8,23,100,23,78,0.18699186991869918,0.8130081300813008,0.18699186991869918,0.6341463414634146
2015,25Q241,0.939462251253228,High school,Common Core Geometry,78,65.9,33,45,12,32,0.4230769230769231,0.5769230769230769,0.15384615384615385,0.41025641025641024
2015,25Q241,0.939462251253228,High school,Geometry,81,76.6,12,69,37,37,0.14814814814814814,0.8518518518518519,0.4567901234567901,0.4567901234567901
2015,25Q241,0.939462251253228,High school,Integrated Algebra,25,68.6,7,18,0,0,0.28,0.72,0,0
2015,25Q252,0.9429150137759321,Secondary School,Algebra2/Trigonometry,143,70.5,49,94,42,42,0.34265734265734266,0.6573426573426573,0.2937062937062937,0.2937062937062937
2015,25Q252,0.9429150137759321,Secondary School,Common Core Algebra,87,68.5,19,68,4,47,0.21839080459770116,0.7816091954022989,0.04597701149425287,0.5402298850574713
2015,25Q252,0.9429150137759321,Secondary School,Common Core English,86,83,6,80,64,73,0.06976744186046512,0.9302325581395349,0.7441860465116279,0.8488372093023255
2015,25Q252,0.9429150137759321,Secondary School,Common Core Geometry,45,63.2,21,24,3,20,0.4666666666666667,0.5333333333333333,0.06666666666666667,0.4444444444444444
2015,25Q252,0.9429150137759321,Secondary School,English,9,68.6,2,7,1,3,0.2222222222222222,0.7777777777777778,0.1111111111111111,0.3333333333333333
2015,25Q252,0.9429150137759321,Secondary School,Geometry,46,70.4,12,34,16,16,0.2608695652173913,0.7391304347826086,0.34782608695652173,0.34782608695652173
2015,25Q263,0.9195872829460616,High school,Algebra2/Trigonometry,6,87.7,0,6,5,5,0,1,0.8333333333333334,0.8333333333333334
2015,25Q263,0.9195872829460616,High school,Common Core Algebra,95,60.9,49,46,6,30,0.5157894736842106,0.4842105263157895,0.06315789473684211,0.3157894736842105
2015,25Q263,0.9195872829460616,High school,Common Core English,26,38.1,22,4,0,0,0.8461538461538461,0.15384615384615385,0,0
2015,25Q263,0.9195872829460616,High school,English,163,59.4,79,84,20,39,0.48466257668711654,0.5153374233128835,0.12269938650306748,0.2392638036809816
2015,25Q263,0.9195872829460616,High school,Integrated Algebra,154,66.5,68,86,39,39,0.44155844155844154,0.5584415584415584,0.2532467532467532,0.2532467532467532
2015,25Q281,0.9131153989148181,Secondary School,Algebra2/Trigonometry,79,69.4,27,52,27,27,0.34177215189873417,0.6582278481012658,0.34177215189873417,0.34177215189873417
2015,25Q281,0.9131153989148181,Secondary School,Common Core Algebra,118,71.2,32,86,30,67,0.2711864406779661,0.7288135593220338,0.2542372881355932,0.5677966101694916
2015,25Q281,0.9131153989148181,Secondary School,Common Core English,98,75.8,22,76,54,63,0.22448979591836735,0.7755102040816326,0.5510204081632653,0.6428571428571429
2015,25Q281,0.9131153989148181,Secondary School,Common Core Geometry,61,68.9,17,44,8,33,0.2786885245901639,0.7213114754098361,0.13114754098360656,0.5409836065573771
2015,25Q281,0.9131153989148181,Secondary School,English,106,72.7,22,84,42,60,0.20754716981132076,0.7924528301886793,0.39622641509433965,0.5660377358490566
2015,25Q281,0.9131153989148181,Secondary School,Geometry,71,68.5,26,45,15,15,0.36619718309859156,0.6338028169014085,0.2112676056338028,0.2112676056338028
2015,25Q281,0.9131153989148181,Secondary School,Integrated Algebra,45,72.6,12,33,14,14,0.26666666666666666,0.7333333333333333,0.3111111111111111,0.3111111111111111
2015,25Q285,0.9224640838704222,Secondary School,Algebra2/Trigonometry,55,57.4,29,26,10,10,0.5272727272727272,0.4727272727272727,0.18181818181818182,0.18181818181818182
2015,25Q285,0.9224640838704222,Secondary School,Common Core Algebra,148,63,71,77,3,38,0.4797297297297297,0.5202702702702703,0.02027027027027027,0.25675675675675674
2015,25Q285,0.9224640838704222,Secondary School,Common Core English,98,82.1,5,93,63,74,0.05102040816326531,0.9489795918367347,0.6428571428571429,0.7551020408163265
2015,25Q285,0.9224640838704222,Secondary School,Common Core Geometry,74,55.3,58,16,1,8,0.7837837837837838,0.21621621621621623,0.013513513513513514,0.10810810810810811
2015,25Q285,0.9224640838704222,Secondary School,English,99,84.9,5,94,72,84,0.050505050505050504,0.9494949494949495,0.7272727272727273,0.8484848484848485
2015,25Q285,0.9224640838704222,Secondary School,Geometry,88,67.4,29,59,7,7,0.32954545454545453,0.6704545454545454,0.07954545454545454,0.07954545454545454
2015,25Q285,0.9224640838704222,Secondary School,Integrated Algebra,62,69.3,18,44,8,8,0.2903225806451613,0.7096774193548387,0.12903225806451613,0.12903225806451613
2015,25Q425,0.824405841382757,High school,Algebra2/Trigonometry,435,55.4,299,136,60,60,0.6873563218390805,0.31264367816091954,0.13793103448275862,0.13793103448275862
2015,25Q425,0.824405841382757,High school,Common Core Algebra,711,60.5,412,299,17,170,0.5794655414908579,0.42053445850914206,0.02390998593530239,0.2390998593530239
2015,25Q425,0.824405841382757,High school,Common Core Geometry,469,59.7,309,160,29,116,0.6588486140724946,0.3411513859275053,0.06183368869936034,0.24733475479744135
2015,25Q425,0.824405841382757,High school,English,861,74.1,160,701,378,501,0.18583042973286876,0.8141695702671312,0.43902439024390244,0.5818815331010453
2015,25Q425,0.824405841382757,High school,Geometry,683,66.1,278,405,126,126,0.40702781844802344,0.5929721815519766,0.18448023426061494,0.18448023426061494
2015,25Q425,0.824405841382757,High school,Integrated Algebra,859,66,348,511,99,99,0.4051222351571595,0.5948777648428405,0.11525029103608847,0.11525029103608847
2015,25Q460,0.830131545049589,High school,Algebra2/Trigonometry,70,72.3,20,50,24,24,0.2857142857142857,0.7142857142857143,0.34285714285714286,0.34285714285714286
2015,25Q460,0.830131545049589,High school,Common Core Algebra,417,57.7,284,133,2,46,0.6810551558752997,0.31894484412470026,0.004796163069544364,0.11031175059952038
2015,25Q460,0.830131545049589,High school,Common Core English,97,78.5,14,83,54,69,0.14432989690721648,0.8556701030927835,0.5567010309278351,0.711340206185567
2015,25Q460,0.830131545049589,High school,Common Core Geometry,75,64.8,38,37,9,27,0.5066666666666667,0.49333333333333335,0.12,0.36
2015,25Q460,0.830131545049589,High school,English,590,64.8,202,388,114,188,0.3423728813559322,0.6576271186440678,0.19322033898305085,0.31864406779661014
2015,25Q460,0.830131545049589,High school,Geometry,149,70,42,107,35,35,0.28187919463087246,0.7181208053691275,0.2348993288590604,0.2348993288590604
2015,25Q460,0.830131545049589,High school,Integrated Algebra,423,64,195,228,33,33,0.46099290780141844,0.5390070921985816,0.07801418439716312,0.07801418439716312
2015,25Q525,0.975934379755279,High school,Algebra2/Trigonometry,270,90.7,5,265,243,243,0.018518518518518517,0.9814814814814815,0.9,0.9
2015,25Q525,0.975934379755279,High school,Common Core Algebra,21,78,2,19,9,17,0.09523809523809523,0.9047619047619048,0.42857142857142855,0.8095238095238095
2015,25Q525,0.975934379755279,High school,Common Core English,61,95.5,0,61,58,58,0,1,0.9508196721311475,0.9508196721311475
2015,25Q525,0.975934379755279,High school,Common Core Geometry,272,88.4,0,272,253,271,0,1,0.9301470588235294,0.9963235294117647
2015,25Q525,0.975934379755279,High school,English,284,91.9,0,284,283,284,0,1,0.9964788732394366,1
2015,25Q525,0.975934379755279,High school,Geometry,272,93.7,0,272,267,267,0,1,0.9816176470588235,0.9816176470588235
2015,25Q525,0.975934379755279,High school,Integrated Algebra,7,87.1,0,7,6,6,0,1,0.8571428571428571,0.8571428571428571
2015,25Q670,0.9207480033926315,High school,Algebra2/Trigonometry,78,60.7,43,35,12,12,0.5512820512820513,0.44871794871794873,0.15384615384615385,0.15384615384615385
2015,25Q670,0.9207480033926315,High school,Common Core Algebra,125,64,56,69,3,37,0.448,0.552,0.024,0.296
2015,25Q670,0.9207480033926315,High school,Common Core English,43,85,3,40,34,35,0.06976744186046512,0.9302325581395349,0.7906976744186046,0.813953488372093
2015,25Q670,0.9207480033926315,High school,Common Core Geometry,102,65.4,48,54,10,38,0.47058823529411764,0.5294117647058824,0.09803921568627451,0.37254901960784315
2015,25Q670,0.9207480033926315,High school,English,176,73.6,26,150,55,93,0.14772727272727273,0.8522727272727273,0.3125,0.5284090909090909
2015,25Q670,0.9207480033926315,High school,Geometry,108,77.3,7,101,40,40,0.06481481481481481,0.9351851851851852,0.37037037037037035,0.37037037037037035
2015,25Q670,0.9207480033926315,High school,Integrated Algebra,258,71.1,50,208,43,43,0.1937984496124031,0.8062015503875969,0.16666666666666666,0.16666666666666666
2015,26Q315,0.9369761273209549,High school,Common Core Algebra,84,61.6,44,40,0,12,0.5238095238095238,0.47619047619047616,0,0.14285714285714285
2015,26Q315,0.9369761273209549,High school,Common Core Geometry,24,70.8,6,18,3,14,0.25,0.75,0.125,0.5833333333333334
2015,26Q315,0.9369761273209549,High school,Geometry,24,70,8,16,3,3,0.3333333333333333,0.6666666666666666,0.125,0.125
2015,26Q415,0.9334233939903094,High school,Algebra2/Trigonometry,644,67,275,369,177,177,0.42701863354037267,0.5729813664596274,0.2748447204968944,0.2748447204968944
2015,26Q415,0.9334233939903094,High school,Common Core Algebra,458,64.3,191,267,15,158,0.4170305676855895,0.5829694323144105,0.03275109170305677,0.34497816593886466
2015,26Q415,0.9334233939903094,High school,Common Core English,915,81.5,94,821,624,711,0.10273224043715846,0.8972677595628415,0.6819672131147541,0.7770491803278688
2015,26Q415,0.9334233939903094,High school,Common Core Geometry,596,72,144,452,158,368,0.24161073825503357,0.7583892617449665,0.2651006711409396,0.6174496644295302
2015,26Q415,0.9334233939903094,High school,English,160,59.9,75,85,11,28,0.46875,0.53125,0.06875,0.175
2015,26Q415,0.9334233939903094,High school,Geometry,643,78.8,70,573,322,322,0.1088646967340591,0.8911353032659409,0.5007776049766719,0.5007776049766719
2015,26Q415,0.9334233939903094,High school,Integrated Algebra,299,65.3,118,181,38,38,0.39464882943143814,0.6053511705685619,0.12709030100334448,0.12709030100334448
2015,26Q430,0.9379265791158555,High school,Algebra2/Trigonometry,845,77.8,176,669,461,461,0.20828402366863905,0.7917159763313609,0.5455621301775148,0.5455621301775148
2015,26Q430,0.9379265791158555,High school,Common Core Algebra,541,67.1,181,360,58,266,0.3345656192236599,0.6654343807763401,0.10720887245841035,0.49168207024029575
2015,26Q430,0.9379265791158555,High school,Common Core English,1092,77.8,191,901,643,751,0.1749084249084249,0.825091575091575,0.5888278388278388,0.6877289377289377
2015,26Q430,0.9379265791158555,High school,Common Core Geometry,692,70.3,202,490,155,389,0.29190751445086704,0.708092485549133,0.2239884393063584,0.5621387283236994
2015,26Q430,0.9379265791158555,High school,English,1172,76.8,152,1020,553,811,0.1296928327645051,0.8703071672354948,0.4718430034129693,0.6919795221843004
2015,26Q430,0.9379265791158555,High school,Geometry,1005,82.5,54,951,610,610,0.05373134328358209,0.9462686567164179,0.6069651741293532,0.6069651741293532
2015,26Q430,0.9379265791158555,High school,Integrated Algebra,667,72.9,142,525,212,212,0.2128935532233883,0.7871064467766117,0.31784107946026985,0.31784107946026985
2015,26Q435,0.8437932134879268,High school,Algebra2/Trigonometry,125,50,99,26,8,8,0.792,0.208,0.064,0.064
2015,26Q435,0.8437932134879268,High school,Common Core Algebra,355,55.6,294,61,0,17,0.828169014084507,0.17183098591549295,0,0.04788732394366197
2015,26Q435,0.8437932134879268,High school,Common Core English,155,64.5,55,100,47,70,0.3548387096774194,0.6451612903225806,0.3032258064516129,0.45161290322580644
2015,26Q435,0.8437932134879268,High school,Common Core Geometry,61,62.9,34,27,2,18,0.5573770491803278,0.4426229508196721,0.03278688524590164,0.29508196721311475
2015,26Q435,0.8437932134879268,High school,English,702,68.2,208,494,179,269,0.2962962962962963,0.7037037037037037,0.254985754985755,0.3831908831908832
2015,26Q435,0.8437932134879268,High school,Geometry,280,58.5,169,111,13,13,0.6035714285714285,0.3964285714285714,0.04642857142857143,0.04642857142857143
2015,26Q435,0.8437932134879268,High school,Integrated Algebra,529,63.7,252,277,29,29,0.4763705103969754,0.5236294896030246,0.054820415879017016,0.054820415879017016
2015,26Q495,0.931342266194698,High school,Algebra2/Trigonometry,652,62.8,319,333,135,135,0.4892638036809816,0.5107361963190185,0.20705521472392638,0.20705521472392638
2015,26Q495,0.931342266194698,High school,Common Core Algebra,1364,64.5,524,840,39,474,0.3841642228739003,0.6158357771260997,0.028592375366568914,0.34750733137829914
2015,26Q495,0.931342266194698,High school,Common Core English,637,72.2,158,479,232,353,0.24803767660910517,0.7519623233908949,0.3642072213500785,0.554160125588697
2015,26Q495,0.931342266194698,High school,Common Core Geometry,1010,70.5,302,708,253,586,0.299009900990099,0.700990099009901,0.2504950495049505,0.5801980198019802
2015,26Q495,0.931342266194698,High school,English,956,70.6,242,714,283,469,0.25313807531380755,0.7468619246861925,0.29602510460251047,0.4905857740585774
2015,26Q495,0.931342266194698,High school,Geometry,1095,74.3,233,862,401,401,0.21278538812785389,0.7872146118721461,0.36621004566210047,0.36621004566210047
2015,26Q495,0.931342266194698,High school,Integrated Algebra,1007,70.6,229,778,183,183,0.22740814299900694,0.7725918570009931,0.1817279046673287,0.1817279046673287
2015,26Q566,0.9205549341118053,High school,Algebra2/Trigonometry,87,61.7,48,39,16,16,0.5517241379310345,0.4482758620689655,0.1839080459770115,0.1839080459770115
2015,26Q566,0.9205549341118053,High school,Common Core Algebra,280,63.1,123,157,5,76,0.4392857142857143,0.5607142857142857,0.017857142857142856,0.2714285714285714
2015,26Q566,0.9205549341118053,High school,Common Core English,265,75.6,53,212,126,158,0.2,0.8,0.47547169811320755,0.5962264150943396
2015,26Q566,0.9205549341118053,High school,Common Core Geometry,258,57.3,180,78,7,44,0.6976744186046512,0.3023255813953488,0.027131782945736434,0.17054263565891473
2015,26Q566,0.9205549341118053,High school,English,307,74.6,40,267,106,178,0.13029315960912052,0.8697068403908795,0.34527687296416937,0.5798045602605864
2015,26Q566,0.9205549341118053,High school,Geometry,254,64.5,110,144,33,33,0.4330708661417323,0.5669291338582677,0.12992125984251968,0.12992125984251968
2015,26Q566,0.9205549341118053,High school,Integrated Algebra,113,62.4,56,57,12,12,0.49557522123893805,0.504424778761062,0.10619469026548672,0.10619469026548672
2015,27Q260,0.8172799031136365,High school,Algebra2/Trigonometry,15,35.5,14,1,0,0,0.9333333333333333,0.06666666666666667,0,0
2015,27Q260,0.8172799031136365,High school,Common Core Algebra,90,53.7,76,14,0,1,0.8444444444444444,0.15555555555555556,0,0.011111111111111112
2015,27Q260,0.8172799031136365,High school,English,107,67.8,31,76,25,42,0.2897196261682243,0.7102803738317757,0.2336448598130841,0.3925233644859813
2015,27Q260,0.8172799031136365,High school,Geometry,7,51.9,7,0,0,0,1,0,0,0
2015,27Q260,0.8172799031136365,High school,Integrated Algebra,132,58.7,85,47,6,6,0.6439393939393939,0.3560606060606061,0.045454545454545456,0.045454545454545456
2015,27Q262,0.9044860799911082,Secondary School,Algebra2/Trigonometry,35,56.7,21,14,4,4,0.6,0.4,0.11428571428571428,0.11428571428571428
2015,27Q262,0.9044860799911082,Secondary School,Common Core Algebra,159,65.4,49,110,3,52,0.3081761006289308,0.6918238993710691,0.018867924528301886,0.3270440251572327
2015,27Q262,0.9044860799911082,Secondary School,Common Core English,147,79.8,18,129,86,109,0.12244897959183673,0.8775510204081632,0.5850340136054422,0.7414965986394558
2015,27Q262,0.9044860799911082,Secondary School,Common Core Geometry,30,65.8,14,16,4,13,0.4666666666666667,0.5333333333333333,0.13333333333333333,0.43333333333333335
2015,27Q262,0.9044860799911082,Secondary School,English,20,71.7,5,15,7,8,0.25,0.75,0.35,0.4
2015,27Q262,0.9044860799911082,Secondary School,Geometry,69,64.5,26,43,9,9,0.37681159420289856,0.6231884057971014,0.13043478260869565,0.13043478260869565
2015,27Q262,0.9044860799911082,Secondary School,Integrated Algebra,161,72,31,130,38,38,0.19254658385093168,0.8074534161490683,0.2360248447204969,0.2360248447204969
2015,27Q302,0.8628079227696405,High school,Algebra2/Trigonometry,19,38.5,19,0,0,0,1,0,0,0
2015,27Q302,0.8628079227696405,High school,Common Core Algebra,86,55.1,67,19,0,4,0.7790697674418605,0.22093023255813954,0,0.046511627906976744
2015,27Q302,0.8628079227696405,High school,Common Core English,49,54.8,29,20,7,7,0.5918367346938775,0.40816326530612246,0.14285714285714285,0.14285714285714285
2015,27Q302,0.8628079227696405,High school,Common Core Geometry,41,41.8,41,0,0,0,1,0,0,0
2015,27Q302,0.8628079227696405,High school,English,86,51.6,55,31,2,8,0.6395348837209303,0.36046511627906974,0.023255813953488372,0.09302325581395349
2015,27Q302,0.8628079227696405,High school,Geometry,69,42.6,63,6,0,0,0.9130434782608695,0.08695652173913043,0,0
2015,27Q302,0.8628079227696405,High school,Integrated Algebra,145,56.5,107,38,3,3,0.7379310344827587,0.2620689655172414,0.020689655172413793,0.020689655172413793
2015,27Q308,0.9212203113988244,High school,Algebra2/Trigonometry,125,56.5,85,40,5,5,0.68,0.32,0.04,0.04
2015,27Q308,0.9212203113988244,High school,Common Core Algebra,131,66.4,34,97,2,58,0.2595419847328244,0.7404580152671756,0.015267175572519083,0.44274809160305345
2015,27Q308,0.9212203113988244,High school,Common Core English,152,75.6,31,121,73,93,0.20394736842105263,0.7960526315789473,0.48026315789473684,0.6118421052631579
2015,27Q308,0.9212203113988244,High school,Common Core Geometry,152,55.1,111,41,1,18,0.7302631578947368,0.26973684210526316,0.006578947368421052,0.11842105263157894
2015,27Q308,0.9212203113988244,High school,English,168,74.4,29,139,53,96,0.17261904761904762,0.8273809523809523,0.31547619047619047,0.5714285714285714
2015,27Q308,0.9212203113988244,High school,Geometry,168,67,55,113,32,32,0.3273809523809524,0.6726190476190477,0.19047619047619047,0.19047619047619047
2015,27Q308,0.9212203113988244,High school,Integrated Algebra,103,70.8,18,85,15,15,0.17475728155339806,0.8252427184466019,0.14563106796116504,0.14563106796116504
2015,27Q309,0.839180421964413,Secondary School,Common Core Algebra,96,60.4,57,39,0,14,0.59375,0.40625,0,0.14583333333333334
2015,27Q309,0.839180421964413,Secondary School,Common Core Geometry,13,56.8,8,5,0,2,0.6153846153846154,0.38461538461538464,0,0.15384615384615385
2015,27Q309,0.839180421964413,Secondary School,English,101,68.4,26,75,24,36,0.25742574257425743,0.7425742574257426,0.2376237623762376,0.3564356435643564
2015,27Q309,0.839180421964413,Secondary School,Geometry,34,61,18,16,5,5,0.5294117647058824,0.47058823529411764,0.14705882352941177,0.14705882352941177
2015,27Q309,0.839180421964413,Secondary School,Integrated Algebra,115,68.2,41,74,16,16,0.3565217391304348,0.6434782608695652,0.1391304347826087,0.1391304347826087
2015,27Q314,0.8840599180493047,High school,Common Core Algebra,40,66.8,14,26,3,14,0.35,0.65,0.075,0.35
2015,27Q323,0.9536767462113632,Secondary School,Algebra2/Trigonometry,132,82.6,11,121,88,88,0.08333333333333333,0.9166666666666666,0.6666666666666666,0.6666666666666666
2015,27Q323,0.9536767462113632,Secondary School,Common Core Algebra,264,80.2,2,262,123,251,0.007575757575757576,0.9924242424242424,0.4659090909090909,0.9507575757575758
2015,27Q323,0.9536767462113632,Secondary School,Common Core Geometry,150,78.3,11,139,69,129,0.07333333333333333,0.9266666666666666,0.46,0.86
2015,27Q323,0.9536767462113632,Secondary School,English,135,90.5,0,135,127,132,0,1,0.9407407407407408,0.9777777777777777
2015,27Q323,0.9536767462113632,Secondary School,Geometry,152,88.1,1,151,131,131,0.006578947368421052,0.993421052631579,0.8618421052631579,0.8618421052631579
2015,27Q323,0.9536767462113632,Secondary School,Integrated Algebra,218,86.2,0,218,204,204,0,1,0.9357798165137615,0.9357798165137615
2015,27Q324,0.7788452404324173,High school,Algebra2/Trigonometry,9,44.1,7,2,0,0,0.7777777777777778,0.2222222222222222,0,0
2015,27Q324,0.7788452404324173,High school,Common Core Algebra,84,58.2,53,31,0,12,0.6309523809523809,0.36904761904761907,0,0.14285714285714285
2015,27Q324,0.7788452404324173,High school,Common Core English,58,72,14,44,19,29,0.2413793103448276,0.7586206896551724,0.3275862068965517,0.5
2015,27Q324,0.7788452404324173,High school,Common Core Geometry,17,56.6,11,6,0,2,0.6470588235294118,0.35294117647058826,0,0.11764705882352941
2015,27Q324,0.7788452404324173,High school,English,74,72.3,14,60,21,38,0.1891891891891892,0.8108108108108109,0.28378378378378377,0.5135135135135135
2015,27Q324,0.7788452404324173,High school,Geometry,21,64,9,12,2,2,0.42857142857142855,0.5714285714285714,0.09523809523809523,0.09523809523809523
2015,27Q324,0.7788452404324173,High school,Integrated Algebra,54,65.7,23,31,3,3,0.42592592592592593,0.5740740740740741,0.05555555555555555,0.05555555555555555
2015,27Q334,0.9255781488700416,High school,Common Core Algebra,60,53.6,50,10,1,2,0.8333333333333334,0.16666666666666666,0.016666666666666666,0.03333333333333333
2015,27Q334,0.9255781488700416,High school,Common Core Geometry,15,55.6,13,2,0,1,0.8666666666666667,0.13333333333333333,0,0.06666666666666667
2015,27Q351,0.8029677826737498,High school,Algebra2/Trigonometry,8,49.8,7,1,0,0,0.875,0.125,0,0
2015,27Q351,0.8029677826737498,High school,Common Core Algebra,108,54.4,93,15,0,4,0.8611111111111112,0.1388888888888889,0,0.037037037037037035
2015,27Q351,0.8029677826737498,High school,Common Core Geometry,77,49.9,67,10,0,5,0.8701298701298701,0.12987012987012986,0,0.06493506493506493
2015,27Q351,0.8029677826737498,High school,English,97,66.5,28,69,16,28,0.28865979381443296,0.711340206185567,0.16494845360824742,0.28865979381443296
2015,27Q351,0.8029677826737498,High school,Geometry,107,50.8,84,23,1,1,0.7850467289719626,0.21495327102803738,0.009345794392523364,0.009345794392523364
2015,27Q351,0.8029677826737498,High school,Integrated Algebra,163,64,75,88,8,8,0.4601226993865031,0.5398773006134969,0.049079754601226995,0.049079754601226995
2015,27Q400,0.7881926394602953,High school,Common Core Algebra,315,50.8,284,31,0,4,0.9015873015873016,0.09841269841269841,0,0.012698412698412698
2015,27Q400,0.7881926394602953,High school,Common Core English,259,66.1,94,165,61,103,0.36293436293436293,0.637065637065637,0.23552123552123552,0.39768339768339767
2015,27Q400,0.7881926394602953,High school,Common Core Geometry,150,46.6,137,13,1,5,0.9133333333333333,0.08666666666666667,0.006666666666666667,0.03333333333333333
2015,27Q400,0.7881926394602953,High school,English,149,56.8,91,58,13,23,0.610738255033557,0.38926174496644295,0.087248322147651,0.15436241610738255
